10000 20000
5759 9420 168223
5760 9176 131227
5761 8323 43216
5761 8936 34223
5761 7971 164602
5761 7964 23421
5762 9110 56250
5762 6584 161681
5763 7138 53734
5763 7873 156155
5763 6225 11661
5765 7902 115419
5766 9864 102194
5767 5824 72530
5767 8934 92186
5767 8375 76415
5768 8865 184857
5768 7662 197683
5768 9198 71300
5769 7800 172515
5769 7960 100926
5770 7082 173229
5770 8498 141735
5770 7732 85954
5770 7611 163061
5771 6944 177020
5771 8590 77929
5771 6268 28699
5774 6847 177720
5774 7129 87417
5775 9166 122326
5776 9900 62121
5777 7083 9253
5778 9906 48524
5779 9087 154811
5779 7472 75479
5780 9917 145805
5780 9069 139990
5781 6061 130509
5781 8694 112613
5782 6747 168328
5782 7480 58088
5782 7640 97705
5783 7044 155101
5784 7515 6603
5784 9015 118020
5786 7923 143080
5786 6747 54325
5787 6007 15894
5787 9509 213689
5788 6881 169055
5789 7744 81562
5789 9852 202927
5790 7165 105446
5790 8956 121422
5790 7665 104073
5791 8567 161662
5792 8752 180338
5792 6724 52890
5792 9585 77065
5794 6540 45622
5795 8832 187654
5795 8550 167537
5796 6957 96306
5796 7516 62140
5796 8536 164571
5797 8846 142921
5799 6225 59296
5800 7386 113647
5800 8787 887
5803 7386 143360
5806 9066 71118
5807 5905 38075
5807 6492 213293
5808 9135 41481
5809 9967 20378
5809 9171 121429
5810 8111 135805
5811 9739 204938
5812 8152 121083
5812 6980 188415
5813 6264 158135
5813 7375 206419
5813 9976 90922
5813 8606 182795
5814 7001 53040
5815 8768 99618
5816 7550 47710
5816 7933 186264
5816 6548 172389
5819 9742 1812
5821 9720 149112
5825 6970 94159
5825 6076 33885
5828 8010 205805
5830 7414 27621
5830 8831 19789
5830 9208 45686
5830 8182 16494
5831 9065 198626
5833 6835 74361
5837 6464 106658
5838 6381 16331
5838 8880 125141
5839 8843 96944
5841 8857 150672
5841 7420 174387
5841 7768 104779
5842 7041 142745
5844 8642 26390
5845 6479 193863
5845 8271 166470
5845 9807 165151
5845 6219 147141
5847 6358 143510
5847 7700 40531
5847 9846 83115
5847 8928 199031
5848 6486 84954
5851 6120 47262
5851 9535 175264
5852 9783 41105
5852 7549 80437
5853 6218 54924
5853 6727 154433
5853 9320 182483
5854 6334 79878
5854 5917 48742
5854 6978 107483
5854 6760 162216
5855 6063 98591
5855 7958 9815
5856 6182 111181
5857 8546 23899
5858 8085 94536
5859 8317 179988
5860 5989 159867
5861 8249 31760
5862 5880 104461
5862 6129 120291
5862 6528 109132
5864 9618 203391
5865 7434 147043
5867 8103 112134
5868 6005 135872
5868 6517 252
5868 8416 39459
5871 7383 147404
5871 7210 10451
5871 6353 51497
5872 6608 64142
5874 6779 82181
5875 8880 71346
5876 6008 117179
5877 7034 144721
5881 6913 113141
5881 8066 106754
5881 7751 21746
5882 8252 101590
5883 8446 138640
5883 8082 17652
5883 7918 140953
5884 9276 201520
5884 9317 42475
5884 8511 7689
5885 8257 169731
5886 6542 112657
5887 9335 11132
5887 6347 20472
5888 7958 95234
5888 7248 55924
5889 6505 206597
5889 9105 98514
5891 6911 29086
5891 6150 46110
5892 7598 114169
5893 6570 67013
5893 9214 196771
5895 8518 68516
5897 8402 20773
5897 9628 45409
5897 8139 9698
5899 6669 28483
5900 8308 87166
5900 8669 109848
5901 6091 163534
5901 8053 213007
5901 6674 25615
5901 6300 14315
5903 7049 104982
5904 7828 12831
5904 7883 54985
5905 9867 148794
5906 5915 195169
5906 6775 8587
5906 8589 207783
5907 7577 111236
5908 8114 10241
5909 9094 144173
5910 7717 54820
5911 5949 32249
5911 9386 83420
5911 9874 159850
5912 9826 103920
5912 7622 160658
5917 6924 196011
5918 7243 179381
5918 9115 48603
5918 7248 206901
5918 9031 83534
5918 6030 132603
5919 6690 179838
5920 6674 114299
5921 8871 6739
5922 5931 10408
5923 9407 126342
5924 7803 169209
5924 9030 211830
5924 7927 152514
5925 7725 160934
5925 9046 188222
5925 9235 34074
5925 7797 200739
5926 9124 193983
5926 7619 190
5927 9233 198052
5927 9089 114213
5927 8800 90653
5928 5937 51849
5929 7111 7064
5932 8589 26434
5933 7647 32588
5935 9313 196038
5937 7896 162001
5939 7521 24886
5941 7711 53392
5942 8588 22496
5942 9929 23375
5943 8886 3895
5944 7763 1584
5945 6575 54425
5946 6471 161671
5946 7073 23075
5946 8801 43957
5949 6416 55519
5950 8753 126511
5950 7788 98232
5952 9548 64657
5952 8635 159116
5952 8406 27687
5952 8967 81495
5953 8423 125777
5954 8654 162213
5956 6570 129665
5957 7521 154637
5957 8842 160156
5957 8303 165225
5958 7939 104174
5958 6909 209052
5959 9399 90135
5959 6481 182385
5960 7917 73758
5960 8965 101759
5961 8439 2101
5961 6128 60256
5963 7126 73117
5964 6421 204877
5964 6954 99761
5965 6375 8510
5965 8812 89454
5965 9472 204348
5966 7008 92958
5968 7280 74259
5968 6593 180451
5969 7340 188492
5969 7127 53519
5970 9035 84638
5970 7245 37820
5970 6965 157184
5970 7460 79713
5972 6162 79930
5972 8831 157502
5972 9703 72924
5973 8173 109443
5974 7285 195011
5976 7359 197153
5978 7047 182175
5979 7246 19820
5979 7210 136410
5979 9023 118643
5980 6088 192214
5983 7701 155409
5984 9619 173093
5985 8119 153016
5985 7021 74711
5986 7099 61157
5986 8174 36567
5988 7026 198936
5988 8313 37320
5988 6985 10105
5988 8063 52731
5989 7238 49394
5989 8846 67229
5990 9585 36058
5990 7782 184629
5992 6150 201960
5993 7557 80295
5994 6285 188283
5995 7949 203889
5995 8695 76512
5995 9902 95729
5996 6379 57774
5996 8536 49617
5996 9975 129706
5997 7131 104005
5998 7249 152072
5998 8648 139465
5999 8131 42819
6000 8211 84928
6001 6336 100120
6001 9898 95400
6002 9140 22671
6002 9012 123144
6005 7545 70958
6005 6180 13296
6005 6928 42489
6005 6034 87623
6006 6795 201311
6006 6879 211014
6008 6720 209036
6009 9535 118723
6010 8993 174872
6010 7874 164435
6011 9538 197108
6012 9136 213591
6012 7677 138645
6013 6597 91525
6013 7203 93825
6014 9079 146832
6014 6118 182707
6015 9398 161055
6015 8277 209342
6015 6350 49651
6016 8877 45328
6018 9446 188573
6020 6914 91586
6020 8621 169384
6020 9451 155804
6022 9753 109078
6023 6126 31548
6023 8309 106628
6024 6493 179159
6025 7590 136561
6026 8030 157511
6027 7523 101164
6027 8933 12265
6027 7750 189017
6028 7512 79678
6029 8083 146439
6029 9637 71213
6030 9550 127741
6031 7345 208640
6033 8667 115357
6033 6911 12819
6033 8068 129901
6035 8912 93422
6036 6488 26228
6036 7344 47825
6036 9545 78086
6036 9197 176654
6036 8269 187811
6036 9866 25594
6036 7197 119544
6037 9682 109028
6038 6555 151585
6038 6852 87188
6040 6933 25661
6041 7807 54821
6042 9606 95399
6043 7767 131703
6043 6536 196283
6044 7097 121878
6044 6439 142244
6045 6628 157976
6046 9156 140352
6047 8376 160067
6047 6125 33954
6050 9184 50057
6050 7011 62390
6051 6234 101478
6051 6272 27277
6051 6792 37838
6053 6191 142213
6054 9256 55062
6055 6362 116643
6055 8121 21728
6055 6157 108929
6056 6108 74021
6060 9761 95078
6060 9730 133618
6062 7823 121766
6062 8527 129819
6063 8104 3899
6063 9455 165901
6064 9893 68998
6065 8368 117983
6066 8195 160773
6066 9451 31086
6067 8233 141559
6067 8879 186190
6067 7086 144404
6068 8814 34498
6069 7236 28169
6069 6345 191337
6070 7793 19517
6070 7985 143828
6071 9404 67257
6072 9161 179355
6074 7564 178619
6074 6108 89891
6074 9447 15255
6075 6243 32103
6075 6708 104831
6075 9820 67950
6075 9336 72373
6076 8388 13697
6079 8227 155391
6081 6366 188943
6081 6782 63712
6081 9996 200225
6082 7282 45974
6083 7089 90498
6084 6917 14473
6084 6619 190525
6085 6730 29779
6090 8345 78300
6090 6905 20192
6090 8429 17252
6091 9970 54669
6092 7241 27893
6093 7214 199149
6094 9686 169101
6095 6538 116610
6095 7797 64202
6097 6573 184555
6098 9872 79556
6098 9343 13242
6099 8397 36786
6101 9860 78085
6102 7398 32443
6102 8624 50961
6102 7178 124883
6103 8917 186560
6103 8108 98971
6104 7815 194512
6105 6487 200715
6105 7191 163275
6105 6268 137915
6106 7209 158040
6106 8421 83104
6106 9729 188745
6106 8307 108820
6108 7250 147408
6108 9083 100550
6109 8942 20860
6110 7312 166745
6111 9405 151310
6113 6357 149204
6114 8420 85808
6114 9037 72228
6115 6846 172346
6115 8096 72282
6116 8626 184488
6117 7003 172318
6118 8802 27356
6118 6291 172943
6119 8397 15325
6120 6800 18631
6121 7733 84036
6122 6954 43585
6122 7678 97221
6122 8603 176582
6124 7924 133866
6124 6366 13343
6126 9440 67032
6126 6274 31700
6127 8874 157448
6128 6786 87483
6128 8294 134157
6128 8495 194719
6130 7994 124835
6131 8139 77472
6131 7783 28418
6132 8088 36017
6132 8646 10386
6132 7331 131531
6132 8553 133529
6133 6635 10951
6134 9296 59066
6134 8411 36375
6135 6783 15473
6135 8927 196130
6136 6288 195306
6136 7645 33065
6137 7906 78336
6139 6471 35528
6139 7837 179655
6141 7259 106934
6141 7771 176434
6142 9226 137332
6143 7928 155112
6143 6744 60216
6144 8630 106895
6149 7308 192754
6149 9877 150812
6149 9145 125658
6153 6587 49319
6153 9430 32454
6154 9401 32197
6154 7343 148241
6156 9050 1271
6158 9652 65157
6158 9694 104298
6159 9614 170200
6159 8167 9019
6160 8378 42455
6160 9157 62778
6160 9048 34312
6164 8163 156131
6164 6634 45358
6166 9157 197130
6167 9054 138871
6169 8640 63277
6170 6863 96114
6170 9770 134589
6170 6947 82305
6171 6606 160164
6171 7016 115697
6172 8461 114137
6173 7332 4507
6173 8969 22444
6173 9271 178217
6173 6179 104071
6174 8926 168411
6174 7603 76315
6175 8956 98601
6176 7773 106199
6177 6476 180146
6177 9671 66423
6178 9220 209689
6180 8906 108935
6180 7041 78062
6181 8201 205420
6182 9399 211401
6182 9733 133099
6182 6481 143059
6183 6866 20115
6184 8236 211782
6184 7789 21903
6185 8280 189557
6186 9248 32758
6187 7787 70429
6187 7453 184539
6188 6245 156373
6188 9606 116677
6189 7407 71891
6189 7868 89298
6191 9588 212556
6191 7773 203152
6192 8523 117042
6193 8109 180386
6194 9616 160452
6195 9645 55220
6195 7405 114489
6195 9620 19458
6195 7618 51426
6196 9576 168675
6197 6834 116342
6197 7861 202868
6198 8363 194101
6199 8141 174630
6199 9343 74371
6200 9961 71597
6200 9503 164121
6200 8969 191096
6201 7875 45636
6201 7249 145502
6202 8325 110607
6202 9756 133625
6202 9009 106779
6206 6305 88996
6207 7090 16633
6208 6360 92145
6211 6461 173210
6211 6763 165340
6211 7787 157947
6213 7296 170134
6213 9173 102948
6214 9004 177916
6214 8219 145169
6215 9212 78901
6215 9085 25965
6216 9099 213049
6216 7695 29546
6216 9090 163826
6217 7035 205997
6219 7240 48021
6219 7530 183596
6220 9260 210025
6223 6470 2553
6223 8554 134368
6225 9917 117116
6227 6456 95190
6227 7999 173426
6228 8769 106045
6229 9718 132086
6230 7202 167241
6230 9182 131363
6231 9364 15454
6232 6687 99491
6233 9549 196413
6234 6562 127042
6235 7223 200330
6235 8226 23464
6236 6382 25929
6239 7839 35996
6239 8133 10215
6239 8194 139767
6240 7633 76245
6240 8681 7013
6241 6356 91770
6242 6615 120008
6242 6289 165428
6243 9289 154438
6244 8448 10209
6244 6294 156804
6245 7091 77069
6246 7871 205865
6247 8323 174437
6247 8721 29291
6248 8069 21705
6248 9282 62009
6249 9946 7550
6249 7064 188165
6249 9483 118386
6252 9232 5594
6254 7936 137414
6255 7057 131908
6256 6480 49294
6257 9344 6518
6258 7552 10233
6258 8990 152491
6260 9327 57520
6261 6534 4098
6263 6442 192603
6263 8806 114112
6265 8067 65683
6266 6483 42714
6267 7854 64850
6267 7337 6046
6267 8089 40373
6268 8808 87847
6269 8597 145401
6271 6540 142593
6273 7748 106096
6275 8537 41149
6276 8232 74813
6276 9475 136840
6277 6312 154831
6277 6779 118253
6277 7578 203607
6279 7499 113103
6279 8990 139719
6279 9004 114139
6281 6506 207979
6283 8440 13994
6285 9395 99538
6285 9953 49
6288 8791 153869
6288 7784 48015
6288 8529 213944
6288 7538 108133
6290 9562 76754
6290 8101 115857
6290 9975 202440
6292 9255 26424
6292 7861 129954
6296 7575 17743
6297 7496 34075
6298 8934 84206
6301 9841 75831
6302 8597 43446
6303 6679 183901
6303 7239 98153
6304 6742 110541
6304 7625 42438
6304 7124 139341
6304 8065 84393
6307 9969 104049
6307 8413 57888
6308 7658 64368
6308 7501 1726
6309 9378 214601
6311 7594 152219
6312 7795 51614
6312 6707 194181
6313 7547 119713
6314 9957 157458
6315 9311 74475
6315 9397 196222
6315 8095 108363
6315 7701 99825
6318 9116 31570
6318 6682 206397
6319 7875 159146
6320 9390 137353
6320 9194 176196
6322 7428 185708
6322 9614 148737
6323 8688 83089
6323 6421 21762
6324 9911 47473
6325 8096 173371
6326 9307 5112
6329 7312 177064
6329 8706 28553
6330 6792 177613
6333 8411 198071
6334 7624 45949
6335 6567 50735
6335 8918 81292
6339 7511 111179
6339 8769 155353
6340 8220 208274
6340 6629 47731
6341 7447 186063
6342 6855 175898
6342 8423 133723
6344 8649 185226
6345 6862 63642
6346 7826 189561
6348 6450 106799
6348 7286 72080
6349 9246 140686
6349 6899 97248
6350 7033 191060
6351 7607 67630
6352 8545 145761
6352 9528 122576
6352 9762 32138
6353 9060 31264
6353 8886 5956
6355 6577 99489
6356 9278 118957
6357 8490 143013
6358 6726 38606
6358 8439 136198
6358 9942 109683
6359 8481 59903
6359 9733 86394
6359 8593 101868
6360 7815 122848
6361 6550 179925
6361 8988 211274
6361 8696 210927
6362 8983 63536
6362 9740 143860
6363 8613 118354
6364 7866 25149
6366 6615 206935
6368 6740 134340
6368 8465 55104
6370 6428 115285
6370 8967 123237
6370 7816 51757
6371 7637 17805
6372 6762 60683
6373 7558 186320
6373 7221 197628
6375 7080 21841
6375 8937 35255
6376 9531 48700
6378 8249 32148
6380 7687 63057
6380 6406 142919
6380 7467 71893
6380 7645 30274
6381 8387 154876
6382 8032 70059
6382 7045 115917
6383 8094 157272
6383 8030 31180
6383 7231 49602
6383 6603 2921
6384 9479 179878
6384 6743 132216
6384 7363 132157
6386 8187 102400
6386 9862 210755
6387 9350 191271
6387 8024 16297
6388 6726 111201
6389 6604 193543
6389 7695 139289
6390 7416 183992
6390 8341 6409
6393 7163 90779
6393 9436 18962
6394 6973 171636
6394 6950 205188
6396 6946 148280
6397 6648 20944
6402 8130 186918
6403 8029 63518
6403 7027 32158
6404 9265 197880
6404 9889 92381
6405 9984 168710
6406 6410 69551
6407 6662 137348
6408 9127 150547
6409 9231 161048
6409 8225 131812
6411 9878 149776
6412 7393 9222
6412 8100 98013
6412 9087 77803
6412 9929 165150
6414 7799 144377
6414 8871 38513
6414 7737 191071
6415 9309 39299
6416 6423 2290
6417 9214 133550
6420 8439 52342
6420 7966 142473
6421 7315 198017
6421 7344 197965
6421 8746 145886
6421 7234 86882
6422 8128 111959
6423 8125 151125
6425 8366 69735
6425 8953 139852
6426 8507 24690
6426 9991 155598
6426 8416 15943
6427 8003 169610
6428 9765 173604
6428 6599 200165
6429 9450 177655
6429 9470 19892
6431 8263 145359
6431 9964 43491
6432 9884 43436
6432 7019 15721
6432 9294 198062
6433 8369 206400
6433 9683 133507
6433 7771 163356
6434 8485 110790
6434 6781 134738
6437 7600 199358
6438 8891 129544
6438 8721 194860
6439 9927 145574
6440 6529 165716
6440 8243 120309
6440 6948 16127
6440 6905 96434
6441 7798 30562
6442 8213 213975
6443 6906 117324
6443 7545 102600
6443 9811 56885
6444 7199 1690
6444 6896 174408
6446 9178 3526
6447 8682 79763
6447 9154 213559
6448 8274 88707
6450 9870 180903
6451 7473 160988
6452 8627 202954
6454 7439 173390
6455 6754 177231
6456 7369 203703
6456 8931 44413
6456 9514 116091
6456 9367 189182
6456 9139 171868
6457 8083 89370
6458 8498 27398
6458 8424 64421
6460 9848 212769
6462 8980 146678
6464 9773 39459
6464 6945 190668
6465 9694 207870
6466 8697 36418
6466 8362 77139
6466 9505 2133
6467 8716 12281
6467 7762 81286
6468 6831 21805
6468 7842 2871
6469 9952 173945
6470 6836 56318
6470 8021 20015
6470 9769 168986
6471 7168 148365
6472 7487 167369
6472 7879 205840
6472 8720 49789
6474 8314 78206
6478 9121 164171
6479 6514 10227
6479 8886 30843
6480 9775 63059
6480 9161 24205
6481 7483 126138
6483 9081 149103
6484 6600 161784
6484 7697 181406
6487 9565 62769
6487 8384 25670
6487 9532 84198
6487 7162 21787
6488 7102 144044
6489 7244 7339
6490 8926 151281
6490 6541 119540
6491 9223 94153
6493 7672 25964
6493 8026 90751
6493 9956 119937
6494 7073 145796
6495 6938 83915
6495 6875 101415
6496 7067 185906
6497 7083 190543
6497 7105 208613
6498 6964 114130
6499 6645 74059
6499 6827 139858
6501 7656 186497
6501 7539 34071
6502 6827 100280
6502 7057 99220
6503 9832 206679
6505 7683 67467
6505 7208 61312
6506 9704 121228
6507 9082 122517
6509 6692 125448
6510 7791 92076
6511 8630 755
6512 7172 74259
6513 8454 15430
6514 8023 67927
6515 7294 22293
6518 7690 147936
6518 8389 5358
6519 8684 169930
6521 7717 122241
6524 9893 48573
6525 9685 146987
6527 7272 50554
6527 6689 108067
6527 8528 61157
6527 6859 76466
6528 7981 199934
6528 8262 189267
6528 8789 5552
6528 9309 29743
6529 8310 208102
6529 7885 211475
6532 6581 156725
6533 8400 8912
6533 9760 188675
6534 9844 100528
6536 9222 95334
6537 9424 125416
6537 6926 130932
6537 8872 70050
6538 7174 36688
6540 7326 92360
6541 8775 93736
6542 7532 45941
6543 6675 116006
6543 9814 110086
6543 8331 173777
6543 9973 52471
6545 9260 21332
6546 8574 75926
6547 7990 23552
6548 8658 141711
6548 9591 135148
6550 7587 87033
6550 7917 65799
6551 7062 213394
6552 8578 154281
6553 7590 94509
6555 6621 98280
6555 8041 55132
6556 9072 37203
6556 6848 172870
6557 7039 103612
6558 9661 46871
6558 7069 169543
6559 7634 27929
6560 9141 143620
6562 7466 119199
6562 9840 165118
6562 7999 188738
6563 9431 213304
6563 6941 57092
6564 8411 16631
6564 6983 42967
6565 9652 19731
6565 9717 64388
6565 6893 106055
6566 7047 72700
6567 9106 125839
6568 9725 318
6569 7764 58412
6571 8192 177811
6572 7775 165002
6574 8538 82673
6576 6877 131286
6576 9415 174900
6576 9559 82767
6579 9982 68219
6580 8362 53584
6580 6592 179669
6580 7432 27334
6581 9614 41477
6585 9847 118337
6587 9945 74360
6588 8823 169176
6588 6955 62470
6589 7495 201896
6589 9713 202371
6589 9422 157922
6589 8083 90918
6590 9994 171615
6591 6792 183665
6591 7232 138806
6592 8960 134906
6593 7510 166897
6593 7213 157530
6595 7290 98416
6595 9261 74509
6595 6783 50969
6599 8784 93803
6600 6970 167471
6601 8820 154516
6602 9803 69245
6602 7866 150297
6604 8290 15759
6607 7070 89646
6611 7110 116714
6614 6853 148608
6615 7467 92295
6616 6772 163917
6619 8386 209009
6621 8459 46135
6621 6955 188117
6622 9041 84573
6623 7258 33265
6624 9532 171540
6626 7687 193793
6627 9903 7013
6628 7693 15840
6629 9727 117817
6629 6847 198322
6629 6795 175491
6629 8722 209699
6630 9816 101953
6631 8345 162017
6632 8970 32402
6633 8485 51322
6634 9288 171120
6634 6893 20006
6635 8805 180520
6636 9897 211705
6637 6843 12332
6637 7622 56863
6638 8023 145270
6638 9047 20449
6638 7494 19157
6638 8324 147343
6639 6668 89289
6640 6739 18092
6640 7931 182588
6642 8910 102901
6645 6797 77625
6645 7276 82751
6646 9681 78788
6648 9615 70933
6648 9984 149897
6648 9801 43613
6649 9985 66377
6651 7453 30411
6651 7145 207565
6653 6953 82104
6653 9928 174390
6654 9959 95963
6655 8222 7736
6658 6900 180796
6659 9891 97977
6659 7328 22374
6660 8656 178896
6661 8664 186484
6661 7973 186932
6661 7909 81544
6662 7608 136679
6662 8492 29041
6664 9504 76025
6664 9302 70158
6666 7716 39372
6666 9810 65115
6668 8641 209457
6668 9390 117845
6669 7603 72410
6670 7179 67355
6671 7995 63399
6671 7159 183527
6672 7693 213140
6672 8891 159847
6673 8506 49373
6674 7121 73437
6676 6958 117911
6676 9375 16918
6678 9997 138964
6679 8598 183634
6679 8374 110109
6680 8181 169249
6680 7616 126658
6682 8273 33236
6682 8460 186458
6684 7571 64982
6685 6737 49695
6685 9695 32083
6685 8332 203266
6686 6805 92321
6686 6694 128140
6687 9279 43191
6687 9740 48436
6688 7593 69046
6688 6730 46425
6690 8616 40805
6694 9531 65065
6695 9410 63291
6699 9172 52499
6702 8132 1976
6702 8425 96244
6702 8943 112076
6703 9354 47137
6703 8541 180225
6705 6715 109532
6705 7737 23678
6707 6847 67167
6709 9500 9908
6709 7714 202372
6710 8907 146031
6710 9663 209987
6711 7620 62429
6711 9322 88959
6711 8402 61687
6713 8765 2248
6716 7241 40903
6716 7788 159181
6717 8066 162254
6717 9871 167821
6717 8885 72517
6718 8371 176513
6719 6900 21879
6720 7966 157420
6720 7984 211831
6721 9734 10753
6721 9568 77056
6723 7897 155443
6724 7140 47151
6724 6779 103333
6725 9789 137010
6726 9478 147958
6726 7806 163597
6727 6977 125829
6729 6734 13901
6730 7937 37914
6730 9806 176533
6732 8663 26099
6733 6942 18030
6735 8658 73570
6738 8991 109299
6740 9131 193469
6741 7860 18142
6744 8671 134814
6745 8947 52009
6750 8359 180951
6750 8177 177483
6750 7943 135753
6752 7124 168287
6752 8426 207304
6753 7588 90538
6755 9051 72104
6757 7542 19541
6758 7751 78628
6758 9828 36284
6759 9818 92148
6760 6961 10314
6760 7859 44891
6760 8906 154133
6761 7676 118332
6765 8923 203436
6765 7460 44160
6769 7532 161159
6769 7337 7961
6770 8478 189951
6771 8984 9445
6771 8800 212553
6772 7014 104157
6772 8641 7587
6774 6989 184216
6774 7965 157994
6775 8795 176897
6775 7986 23266
6775 9410 57198
6776 9088 135778
6777 8096 5622
6777 7048 125814
6778 8396 81057
6779 9717 19356
6779 9473 38525
6779 9693 126929
6779 7072 125839
6780 8357 31647
6780 9143 212715
6780 7545 27382
6781 8482 16885
6781 7150 109304
6783 7859 175630
6785 8750 48239
6786 8971 4949
6786 8393 142910
6786 9065 18660
6786 8712 194558
6787 8732 161710
6787 7879 129657
6788 7937 155366
6789 6887 15578
6790 9573 153341
6790 7867 74158
6791 8708 150683
6791 7277 55996
6794 8415 196325
6795 8822 41864
6798 8684 187774
6798 7758 55524
6799 7517 43727
6800 8433 96442
6802 7577 119703
6802 7589 26917
6803 9113 15742
6804 9735 101229
6805 7338 14490
6806 7757 156617
6806 6825 199642
6806 8850 46470
6806 7213 22208
6807 9195 133915
6812 8099 307
6813 8612 42794
6814 8819 141057
6815 7900 53931
6815 8168 12445
6816 9497 176268
6819 8264 61123
6819 9782 72000
6821 8261 199726
6823 7169 78288
6824 8483 123445
6825 9582 147703
6825 8568 183275
6825 7771 198283
6825 7939 12694
6829 8539 119309
6832 7880 121969
6834 6857 56259
6835 8339 3695
6836 8777 151750
6837 7860 136963
6837 7388 51241
6839 7099 7331
6839 6954 123791
6841 9035 48291
6842 8751 103674
6842 9261 115520
6843 8173 30598
6844 9283 116994
6844 8445 76225
6848 8850 212963
6849 8005 149800
6849 9259 177926
6849 7149 197096
6850 9405 111649
6851 7694 170556
6851 9074 193630
6852 9918 129885
6854 8001 94984
6855 9106 105360
6855 8142 171015
6856 9304 68349
6859 8161 167422
6860 8807 175987
6861 8370 117165
6863 9745 213185
6863 8467 77469
6863 7282 108979
6864 8045 186574
6865 8339 168428
6865 9747 184219
6865 7494 207209
6866 9452 34611
6869 9396 181383
6870 8267 167113
6870 9164 43146
6871 8392 156159
6871 7689 1239
6871 8716 186764
6871 8220 111223
6873 8544 135266
6878 9383 209153
6878 7884 134980
6881 7092 15484
6884 7328 150944
6884 9056 183619
6884 9663 208028
6884 8647 4566
6884 7462 121516
6885 9134 141431
6887 7583 116647
6888 9584 38422
6889 7256 93249
6889 7769 95396
6889 9794 56646
6890 7861 86332
6892 7841 173929
6893 8587 176217
6895 8585 128852
6898 8404 122516
6898 9682 55297
6900 7073 46367
6900 9442 88359
6901 9623 132525
6903 8043 72757
6904 9976 175384
6905 8538 42080
6907 8118 117372
6907 9821 117488
6908 9574 83399
6908 8854 79226
6909 9376 10055
6910 6976 131070
6910 7448 144061
6912 7307 184753
6912 9138 93689
6913 7247 148397
6914 7561 180995
6915 8101 213977
6916 9667 188640
6916 7627 160131
6919 8905 93909
6920 7968 154464
6920 9799 139125
6920 9049 39623
6923 7275 156667
6923 7251 133350
6923 7109 1837
6924 8696 95990
6924 7850 31114
6927 9127 136872
6927 6955 35632
6927 7195 178173
6928 8117 57775
6929 8196 141716
6929 7396 132840
6930 8982 129422
6931 7122 74306
6931 9051 45097
6932 7005 44051
6933 8705 152587
6933 9099 154052
6933 8769 165960
6934 7333 5345
6934 8175 73003
6936 7483 211994
6937 6969 191533
6938 8327 47944
6940 8334 19914
6941 7978 174250
6942 7376 57388
6943 9993 91958
6944 8935 84262
6944 8804 101387
6945 8797 17994
6945 8869 101735
6946 9898 23433
6948 9536 155367
6949 6964 190099
6951 8531 206295
6952 8007 59200
6953 8997 8341
6954 7268 21815
6955 7699 179996
6955 9692 74936
6956 9366 165586
6956 8085 212436
6956 7398 77522
6956 9288 57623
6957 7641 150733
6958 8028 128542
6959 9122 31036
6960 7362 161580
6962 7305 161973
6962 9929 12740
6962 8615 113339
6963 7006 180088
6963 7257 100549
6965 7476 125454
6965 9821 68191
6966 7705 100071
6966 9252 1763
6968 8578 18453
6972 7363 202799
6972 8043 55864
6973 8630 105119
6973 9478 188373
6973 8349 91848
6974 9729 24696
6978 7859 25482
6979 9170 179319
6979 8742 161401
6984 8262 49143
6986 7125 3992
6987 7177 114058
6988 9626 28673
6988 8750 194677
6989 7104 127708
6989 7084 98212
6989 8369 102754
6993 8202 110035
6993 9159 114473
6994 7637 146467
6994 7580 66961
6996 8523 48257
6997 9346 12359
6998 8454 165846
6999 8589 178781
7001 7492 103534
7001 8947 26645
7001 9025 37387
7003 7784 176894
7004 9081 24824
7008 8855 53863
7009 7089 153674
7012 9495 98667
7012 9783 72009
7013 8486 134044
7014 7874 77312
7014 8272 75792
7016 9340 80818
7016 9329 100136
7018 9205 200542
7019 7249 213043
7021 7031 100576
7021 7630 18480
7021 8306 126682
7023 8959 124776
7026 7295 169095
7026 8776 120573
7027 9001 207051
7028 8405 23522
7029 7698 83250
7030 9334 210686
7031 7443 75093
7031 8428 149785
7033 8522 93195
7033 8293 93949
7034 8842 21017
7034 8908 23915
7034 9153 169596
7035 9336 42022
7036 7342 55148
7038 9430 180775
7038 9135 47177
7040 8021 178729
7041 8164 176831
7041 8343 3435
7042 8489 46185
7045 7463 43134
7046 9872 121860
7049 9750 31043
7051 9249 27978
7059 9120 151065
7061 8958 31164
7061 9155 204790
7061 9325 64727
7061 8608 207903
7063 8628 62199
7064 7703 173750
7064 8677 136394
7064 9556 156171
7066 9831 140553
7067 9472 126441
7069 8625 155705
7070 7277 140439
7071 9983 146756
7072 8987 95491
7072 9240 173204
7072 9316 125089
7072 8979 64610
7072 7399 45494
7073 7920 27807
7073 7360 178587
7075 7857 46262
7076 9916 62872
7077 8827 148173
7078 7570 78386
7079 8394 154439
7081 8524 111081
7081 8306 136633
7082 7727 66573
7082 7109 89575
7082 9759 34957
7083 8347 84915
7083 9357 144797
7085 8127 166709
7088 8878 49135
7088 9883 179856
7088 8328 74103
7089 9982 61055
7090 9641 95818
7092 9738 202771
7093 9229 77124
7093 7321 188182
7093 9968 183075
7096 9419 198162
7097 9889 143883
7097 9013 78336
7098 7914 56572
7098 7635 192745
7101 7345 25509
7102 7755 88506
